city_name,latitude,longitude,capital,population,country_id
Tokyo,35.6897,139.6922,1,37732000,72
Osaka,34.6939,135.5022,0,15126000,72
Nagoya,35.1833,136.9,0,9197000,72
Yokohama,35.4442,139.6381,0,3757630,72
Fukuoka,33.5833,130.4,0,2286000,72
Sapporo,43.0667,141.35,0,1961690,72
Kawasaki,35.5167,139.7,0,1539522,72
Kobe,34.69,135.1956,0,1521707,72
Kyoto,35.0117,135.7683,0,1464890,72
Saitama,35.8614,139.6456,0,1325843,72
Hiroshima,34.3914,132.4519,0,1198021,72
Sendai,38.2682,140.8694,0,1061177,72
Chiba,35.6073,140.1064,0,981738,72
Setagaya,35.6466,139.6532,0,940509,72
Kitakyushu,33.8833,130.8833,0,935084,72
Sakai,34.5733,135.4831,0,824408,72
Niigata,37.9161,139.0364,0,790646,72
Hamamatsu,34.7108,137.7275,0,788211,72
Nerima,35.7355,139.6517,0,742463,72
Ota-ku,35.5613,139.716,0,737187,72
Kumamoto,32.8031,130.7078,0,738385,72
Sagamihara,35.5667,139.3667,0,722973,72
Okayama,34.65,133.9167,0,720043,72
Edogawa,35.7066,139.8683,0,697932,72
Adachi,35.7749,139.8044,0,682326,72
Shizuoka,34.9756,138.3828,0,685589,72
Honcho,35.6946,139.9826,0,641499,72
Kawaguchi,35.8077,139.7241,0,593353,72
Itabashi,35.7512,139.7093,0,581337,72
Suginami-ku,35.6995,139.6364,0,583609,72
Kagoshima,31.6,130.55,0,593754,72
Hachioji,35.6664,139.316,0,575721,72
Koto-ku,35.6728,139.8173,0,523117,72
Himeji,34.8167,134.6833,0,527596,72
Utsunomiya,36.5551,139.8826,0,518197,72
Matsuyama,33.8333,132.7667,0,506743,72
Matsudo,35.7876,139.9032,0,497514,72
Ichikawa,35.7219,139.9311,0,496657,72
Higashi-osaka,34.6794,135.6008,0,490819,72
Nishinomiya-hama,34.7376,135.3416,0,487010,72
Oita,33.2333,131.6067,0,477186,72
Kurashiki,34.5833,133.7667,0,474862,72
Katsushika-ku,35.7434,139.8472,0,453410,72
Kanazawa,36.5611,136.6564,0,462479,72
Fukuyama,34.4833,133.3667,0,459576,72
Amagasaki,34.7333,135.4,0,450506,72
Fujisawa,35.35,139.4667,0,436744,72
Machida,35.7106,139.4386,0,434414,72
Kashiwa,35.8676,139.9758,0,433941,72
Shinagawa-ku,35.6092,139.7302,0,415729,72
Aomori,40.8223,140.7307,0,425962,72
Toyota,35.0824,137.1563,0,422106,72
Takamatsu,34.35,134.05,0,417814,72
Toyama,36.6959,137.2137,0,413028,72
Toyonaka,34.7833,135.4667,0,401233,72
Nagasaki,32.7447,129.8736,0,404656,72
Hirakata,34.8167,135.65,0,396694,72
Gifu,35.4232,136.7608,0,400118,72
Miyazaki,31.9167,131.4167,0,397476,72
Minamisuita,34.7594,135.5169,0,384953,72
Yokosuka,35.25,139.6667,0,390275,72
Okazaki,34.9543,137.1744,0,385376,72
Ichinomiya,35.3039,136.8031,0,378681,72
Takasaki,36.3219,139.0033,0,372639,72
Toyohashi,34.7692,137.3915,0,371507,72
Kita-ku,35.7528,139.7336,0,353058,72
Shinjuku,35.6939,139.7034,0,349385,72
Nagano,36.6486,138.1947,0,367184,72
Nakano,35.7073,139.6637,0,341014,72
Kawagoe,35.9251,139.4858,0,354598,72
Wakayama,34.2333,135.1667,0,353299,72
Nara,34.6844,135.805,0,352377,72
Koshigaya,35.8911,139.7909,0,346768,72
Takatsuki,34.85,135.6167,0,347496,72
Tokorozawa,35.7996,139.4686,0,341289,72
Otsu,35.0167,135.85,0,342607,72
Iwaki,37.0505,140.8877,0,336111,72
Hirosaki,40.6031,140.4638,0,335203,72
Maebashi,36.3895,139.0634,0,331849,72
Asahikawa,43.7706,142.365,0,331392,72
Koriyama,37.4004,140.3597,0,329706,72
Kochi,33.5589,133.5314,0,325560,72
Naha,26.2122,127.6792,0,316048,72
Toshima,35.7261,139.7167,0,297954,72
Yokkaichi,34.965,136.6244,0,310263,72
Kasugai,35.2475,136.9722,0,306449,72
Meguro,35.6415,139.6983,0,286905,72
Oakashicho,34.65,135,0,299699,72
Kurume,33.3167,130.5167,0,302858,72
Akita,39.72,140.1026,0,302984,72
Sumida,35.7107,139.8015,0,270823,72
Morioka,39.7021,141.1545,0,290553,72
Ibaraki,34.8164,135.5686,0,283835,72
Fukushima,37.7608,140.4747,0,284282,72
Minato,35.658,139.7515,0,260486,72
Tsu,34.7184,136.5057,0,273267,72
Fuchu,35.6689,139.4776,0,263093,72
Mito,36.3658,140.4712,0,270445,72
Ichihara,35.4981,140.1154,0,268038,72
Yao,34.6269,135.601,0,264913,72
Nagaoka,37.4462,138.8512,0,265868,72
Kakogawacho-honmachi,34.75,134.8333,0,260595,72
Fukui,36.0641,136.2196,0,261474,72
Hiratsuka,35.3167,139.35,0,257662,72
Soka,35.8254,139.8053,0,251390,72
!bunkyo-ku,35.708,139.7523,0,240069,72
Tokushima,34.0703,134.5549,0,254510,72
Shinozaki,33.95,130.9333,0,252844,72
Hakodate,41.7686,140.7289,0,251942,72
Chofugaoka,35.6506,139.5407,0,240359,72
Shibuya-ku,35.6637,139.6977,0,235193,72
Chigasaki,35.3333,139.4,0,242347,72
Yato,35.4833,139.45,0,239146,72
Yamagata,38.2554,140.3396,0,247234,72
Tsukuba-kenkyugakuen-toshi,36.0835,140.0764,0,246647,72
Fuji,35.1613,138.6763,0,243739,72
Sasebo,33.18,129.715,0,242664,72
Arakawa,35.7361,139.7834,0,217891,72
Matsumoto,36.238,137.972,0,239115,72
Neya,34.7667,135.6333,0,227997,72
Saga,33.2667,130.3,0,232359,72
Kasukabe,35.9753,139.7523,0,228975,72
Ageoshimo,35.9774,139.5932,0,226616,72
Taito,35.7126,139.78,0,210528,72
Takarazuka,34.8114,135.3406,0,224055,72
Atsugicho,35.4333,139.3667,0,223815,72
Ota,36.2911,139.3754,0,222806,72
Hachinohe,40.5123,141.4884,0,222799,72
Nishitokyo,35.7256,139.5383,0,207436,72
Kure,34.25,132.5667,0,212159,72
Isesaki,36.3114,139.1968,0,210332,72
Kodaira,35.7285,139.4774,0,196959,72
Itami,34.7833,135.4,0,198522,72
Kamirenjaku,35.6836,139.5595,0,194460,72
Nagareyama,35.8563,139.9029,0,200298,72
Yachiyo,35.7224,140.0999,0,200538,72
Matsue,35.4708,133.0519,0,201802,72
Higashi-hiroshima,34.4167,132.7333,0,197347,72
Hino,35.6713,139.3951,0,190598,72
Suzuka,34.882,136.5842,0,195250,72
Kumagaya,36.1474,139.3886,0,193190,72
Yamaguchi,34.1833,131.4667,0,193761,72
Anjomachi,34.9587,137.0803,0,188801,72
Odawara,35.25,139.15,0,189038,72
Kishiwada,34.4667,135.3667,0,188015,72
Numazu,35.0956,138.8634,0,187653,72
Tachikawa,35.6942,139.4197,0,181115,72
Kofu,35.6621,138.5682,0,187144,72
Tottori,35.5,134.2333,0,187323,72
Joetsu,37.1479,138.2361,0,187291,72
Toyokawa,34.8268,137.3759,0,183965,72
Chuo-ku,35.6706,139.772,0,169995,72
Narashino,35.6804,140.0265,0,174990,72
Uji,34.8844,135.7997,0,179626,72
Urayasu,35.6539,139.9022,0,169749,72
Kamakurayama,35.3197,139.5525,0,172929,72
Hitachi,36.5991,140.6515,0,172709,72
Izumo,35.3667,132.7667,0,171995,72
Niiza,35.7935,139.5653,0,164653,72
Sakura,35.7167,140.2167,0,169059,72
Tomakomai,42.6341,141.6055,0,170223,72
Nishio,34.8333,137.0667,0,168992,72
Oyama,36.3146,139.8002,0,167874,72
Iwata,34.7179,137.8515,0,165688,72
Takaoka,36.7541,137.0257,0,165880,72
Obihiro,42.9167,143.2,0,165684,72
Hadano,35.3667,139.2167,0,164292,72
Kushiro,42.9833,144.3833,0,165699,72
Ube,33.95,131.25,0,162873,72
Musashino,35.7177,139.5661,0,148971,72
Miyakonojo,31.7167,131.0667,0,159878,72
Higashimurayama,35.7546,139.4685,0,150458,72
Ogaki,35.3594,136.6129,0,158386,72
Matsuzaka,34.5779,136.5276,0,158472,72
Daiwanishi,34.8333,135.4167,0,155165,72
Kariya,34.9893,137.0021,0,153178,72
Hitachi-naka,36.3967,140.5347,0,154311,72
Tama,35.6369,139.4463,0,147252,72
Tochigi,36.3813,139.7303,0,153508,72
Noda,35.95,139.8667,0,152227,72
Ueda,36.4019,138.2491,0,152948,72
Moriguchi,34.7375,135.5642,0,141849,72
Kawashiri,34.8301,135.4173,0,152076,72
Kukichuo,36.0621,139.6668,0,150197,72
Asaka,35.7972,139.5939,0,143915,72
Sayama,35.853,139.4122,0,148474,72
Komaki,35.291,136.9121,0,147897,72
Toda,35.8176,139.6779,0,142352,72
Imabari,34.0667,133,0,149209,72
Iruma,35.8358,139.3911,0,145778,72
Yonago,35.4333,133.3333,0,147210,72
Misato,35.8301,139.8723,0,141913,72
Kusatsu,35.0167,135.9667,0,143230,72
Kakamigahara,35.3988,136.8484,0,143641,72
Okinawa,26.3342,127.8056,0,142094,72
Ashikaga,36.3402,139.4497,0,142882,72
Fukayacho,36.1975,139.2815,0,141336,72
Fujita,34.8674,138.2577,0,140947,72
Kokubunji,35.7109,139.4622,0,129619,72
Ebina,35.4464,139.3908,0,135557,72
Kuwana,35.0667,136.6833,0,138798,72
Mino,34.8269,135.4704,0,136976,72
Koga,36.1782,139.7554,0,138237,72
Ishizaki,38.4176,141.3027,0,138856,72
Tsuchiura,36.0667,140.2,0,137825,72
Koganei,35.6995,139.503,0,127226,72
Zama,35.4833,139.4,0,130753,72
Shunan,34.05,131.8,0,137899,72
Minoo,34.8333,135.4667,0,134435,72
Kisarazu,35.376,139.9168,0,136118,72
Yaizu,34.8669,138.3247,0,136028,72
Inazawa,35.2647,136.7969,0,134938,72
Isahaya,32.85,130.0667,0,133512,72
Ome,35.788,139.2758,0,132436,72
Abiko,35.8667,140.0333,0,130290,72
Narita,35.7767,140.3183,0,130689,72
Onomichi,34.4167,133.2,0,130143,72
Iwakuni,34.1664,132.2189,0,128401,72
Seto,35.2236,137.0842,0,127327,72
Kadoma,34.7333,135.5833,0,118319,72
Omiyacho,35.2221,138.6216,0,127252,72
Osaki,38.5771,140.9556,0,127135,72
Iizuka,33.65,130.6833,0,126136,72
Honcho,35.758,139.5299,0,116477,72
Daitocho,34.7167,135.6167,0,118812,72
Matsubara,34.5833,135.55,0,117186,72
Kirishima,31.7406,130.7631,0,123812,72
Uruma,26.3792,127.8575,0,122371,72
Ise,34.4833,136.7167,0,122432,72
Honmachi,32.5,130.6,0,122134,72
Kashiwara,34.5167,135.8,0,121604,72
Urasoe,26.2458,127.7219,0,115855,72
Tsuruoka,38.7272,139.8267,0,121371,72
Ebetsu,43.1037,141.5362,0,119819,72
Fujimino,35.8795,139.5198,0,112745,72
Handa,34.8919,136.9381,0,117544,72
Kasuga,33.5333,130.4667,0,111144,72
Ikoma,34.7,135.7,0,116518,72
Akishima,35.7057,139.3535,0,112110,72
Konosu,36.0659,139.5222,0,116777,72
Aizuwakamatsu,37.4948,139.9298,0,117924,72
Nobeoka,32.5833,131.6667,0,117711,72
Fujimi,35.8566,139.5492,0,111858,72
Beppu,33.2795,131.5,0,115992,72
Shibuya,35.6536,139.7092,0,102056,72
Karatsu,33.45,129.9667,0,116052,72
Nasushiobara,36.9617,140.0461,0,115602,72
Tokai,35.0231,136.9022,0,113144,72
Koencho,43.8028,143.8944,0,115441,72
Niihama,33.9667,133.2833,0,114971,72
Sano,36.3145,139.5783,0,114842,72
Hatsukaichi,34.35,132.3333,0,114699,72
Kamagaya,35.7768,140.0008,0,109370,72
Kakegawa,34.7687,137.9984,0,113954,72
Nagahama,35.3833,136.2833,0,113740,72
Hofu,34.05,131.5667,0,113170,72
Hikone,35.2667,136.2667,0,113191,72
Otaru,43.1907,140.9944,0,112452,72
Higashiomi,35.1167,136.2,0,112459,72
Oshu,39.1445,141.1391,0,112402,72
Habikino,34.55,135.6,0,108373,72
Ichinoseki,38.9347,141.1266,0,111824,72
Tondabayashicho,34.5,135.6,0,108735,72
Kazo,36.1314,139.6018,0,110622,72
Omuta,33.0333,130.45,0,110054,72
Shirayamamachi,36.5166,136.5656,0,110135,72
Marugame,34.2833,133.8,0,109165,72
Sandacho,34.8833,135.2333,0,109243,72
Mineshita,35.1185,138.9186,0,107416,72
Ikeda,34.8167,135.4333,0,104148,72
Tajimi,35.3328,137.1316,0,106746,72
Komatsu,36.4083,136.4455,0,106023,72
Kiryu,36.4052,139.4973,0,105465,72
Toride,35.9115,140.0504,0,103908,72
Onojo,33.5333,130.4833,0,101603,72
Inzai,35.8333,140.15,0,103677,72
Chikushino,33.5,130.5167,0,103185,72
Ginowan,26.2817,127.7783,0,99256,72
Saijo,33.9167,133.1833,0,103760,72
Isehara,35.3833,139.3,0,102088,72
Sakado,35.9573,139.403,0,100829,72
Kawachinagano,34.4667,135.5667,0,100415,72
Kanoya,31.3831,130.8519,0,100880,72
Konan,35.3321,136.8707,0,97435,72
Ashiya,34.7278,135.3033,0,94116,72
Yashio,35.8225,139.8392,0,93283,72
Inagi,35.6379,139.5046,0,92604,72
Komae,35.6348,139.5787,0,83677,72
Yotsukaido,35.6698,140.1679,0,93233,72
Nisshin,35.132,137.0394,0,92823,72
Obu,35.0117,136.9637,0,92562,72
Settsu,34.7772,135.5622,0,86168,72
Wako,35.7812,139.6057,0,84120,72
Ama,35.2004,136.7832,0,87668,72
Kitanagoya,35.2456,136.8659,0,86060,72
Higashiyamato,35.7454,139.4265,0,84260,72
Warabi,35.8256,139.6797,0,74996,72
Takasagocho-takasemachi,34.7667,134.7833,0,87220,72
Ayase,35.4333,139.4333,0,84257,72
Owariasahi,35.2165,137.0354,0,82336,72
Nagaoka,34.9333,135.7,0,80423,72
Kunitachi,35.6839,139.4414,0,75133,72
Shinkai,35.8367,139.5803,0,75247,72
Kiyose,35.7857,139.5265,0,75389,72
Kashiba,34.5333,135.7,0,78346,72
Izumiotsu,34.5,135.4,0,74175,72
Katano,34.7833,135.6833,0,76002,72
Okegawa,36.0057,139.5427,0,74115,72
Joyo,34.8531,135.78,0,74356,72
Chiryu,35.0014,137.0506,0,71907,72
Musashimurayama,35.7548,139.3874,0,71183,72
Kiyosu,35.1998,136.8529,0,69809,72
Dazaifu,33.5167,130.5167,0,72430,72
Hekinan,34.8847,136.9934,0,72480,72
Yoshikawa,35.8939,139.8414,0,72139,72
Tsurugashima,35.9345,139.3931,0,70067,72
Yawata-shimizui,34.8667,135.7,0,70373,72
Chiyoda-ku,35.694,139.7536,0,67036,72
Toyoake,35.0509,137.0128,0,69389,72
Hatogaya-honcho,35.8267,139.7412,0,61379,72
Fujiidera,34.5667,135.6,0,63338,72
Kashiwara,34.5833,135.6333,0,67757,72
Kitamoto,36.0269,139.5302,0,65191,72
Tomigusuku,26.1611,127.6689,0,64850,72
Nagakute,35.184,137.0487,0,62473,72
Tagajo,38.2938,141.0043,0,61937,72
Yamatotakada,34.5167,135.7333,0,60791,72
Hasuda,35.9945,139.6624,0,61473,72
Osakasayama,34.5,135.55,0,58593,72
Mukocho,34.95,135.7,0,56152,72
Tsushima,35.1771,136.7413,0,60908,72
Fussa,35.7333,139.3333,0,56713,72
Koja,26.3344,127.8057,0,58658,72
Nonoichi,36.5194,136.6098,0,57090,72
Takaishi,34.5167,135.45,0,55910,72
Zushi,35.2833,139.5833,0,56996,72
Hamura,35.7672,139.3109,0,53970,72
Shijonawate,34.74,135.6394,0,55094,72
Fuchu,34.3926,132.5045,0,51096,72
Shiogama,38.3144,141.022,0,51999,72
Shiraoka,36.0191,139.6769,0,52103,72
Iwakura,35.2794,136.8714,0,47975,72
Takahama,34.9275,136.9878,0,48685,72
Suzukawa,35.373,139.3839,0,48532,72
Kasuya,33.6108,130.4806,0,47981,72
Inuma,36.0001,139.6242,0,45065,72
Togo,35.0966,137.0525,0,44065,72
Kumatori,34.4014,135.3558,0,43570,72
Katsuren-haebaru,26.1911,127.7285,0,40541,72
Oizumi,36.2478,139.4049,0,41681,72
Nakama,33.8208,130.7083,0,39634,72
Miyoshidai,35.8284,139.5265,0,38380,72
Kanie,35.1322,136.7868,0,36782,72
Oharu,35.1751,136.8201,0,32590,72
Harima,34.7167,134.8667,0,33822,72
Aizumi,34.1266,134.4951,0,35269,72
Fuso,35.3591,136.9132,0,34268,72
Nishihara,26.2228,127.7589,0,34802,72
Minamishiro,36.0227,139.7227,0,34012,72
Koryo,34.55,135.75,0,33617,72
Kaita,34.3722,132.536,0,29793,72
Ninomiya,35.2995,139.2555,0,27536,72
Mizumaki,33.8548,130.695,0,27822,72
Chatan,26.32,127.7639,0,28167,72
Ginan,35.3896,136.7825,0,25752,72
Oji,34.5947,135.7066,0,23731,72
Sanga,34.6002,135.6955,0,23264,72
Kitajima,34.1256,134.547,0,22670,72
Kasamatsucho,35.3672,136.7632,0,22415,72
Kanmaki,34.5627,135.7167,0,21145,72
Yonabaru,26.1995,127.7548,0,19735,72
Showa,35.6279,138.5351,0,20857,72
Kitagata,35.4358,136.6844,0,18308,72
Utazu,34.3106,133.8256,0,18897,72
Tadaoka-higashi,34.4871,135.4014,0,16628,72
Kawai,34.5783,135.7367,0,16983,72
Oyamazaki,34.9028,135.6885,0,15991,72
Toyoyama,35.2505,136.9121,0,15729,72
Izumisano,34.4,135.3333,0,99328,72
Kani,35.4261,137.0613,0,99545,72
Chikusei,36.3071,139.9831,0,99758,72
Tsuyama,35.0692,134.0044,0,99410,72
Sakata,38.9145,139.8364,0,99235,72
Itoshima,33.5539,130.1978,0,98527,72
Saku,36.2488,138.4769,0,98292,72
Chitose,42.821,141.6509,0,97945,72
Munakata,33.8,130.5333,0,97041,72
Iida,35.515,137.8214,0,96642,72
Omura,32.9,129.9583,0,95619,72
Kamisu,35.8899,140.6645,0,95471,72
Shimada,34.8363,138.1927,0,95198,72
Kanuma,36.5671,139.7451,0,94591,72
Shibata,37.9479,139.3273,0,94258,72
Azumino,36.3039,137.9058,0,93927,72
Sanjo,37.6368,138.9617,0,93671,72
Higashi-matsuyama,36.0422,139.3999,0,92440,72
Hanamaki onsen,39.3886,141.1169,0,92815,72
Kitakami,39.2867,141.1132,0,92348,72
Satsumasendai,31.8167,130.3,0,91875,72
Imizucho,36.7306,137.0756,0,90201,72
Mihara,34.4,133.0833,0,89972,72
Koka,34.9667,136.1667,0,88538,72
Sakai,36.1669,136.2314,0,87945,72
Fukuroi,34.7502,137.9247,0,86851,72
Mobara,35.4285,140.2881,0,86446,72
Gotenba,35.3087,138.9346,0,86334,72
Kameoka,35.0167,135.5667,0,86112,72
Kaizuka,34.4333,135.3667,0,84356,72
Iga,34.7667,136.1333,0,85883,72
Kitakoriyamacho,34.65,135.7833,0,84007,72
Ushiku,35.9794,140.1496,0,84505,72
Sekimachi,35.4958,136.918,0,85636,72
Chita,35,136.8667,0,83881,72
Takayama,36.146,137.2522,0,85199,72
Moriyama,35.0586,135.9942,0,83567,72
Yokotemachi,39.3113,140.5533,0,84556,72
Nakatsu,33.5992,131.1906,0,82714,72
Omihachiman,35.1283,136.0981,0,81545,72
Muroran,42.3152,140.974,0,81580,72
Shikokuchuo,33.9833,133.55,0,82320,72
Kimitsu,35.3304,139.9027,0,81355,72
Kashiwazaki,37.3719,138.559,0,81027,72
Yonezawa,37.9222,140.1168,0,80795,72
Gamagori,34.8431,137.2196,0,79292,72
Akiruno,35.7289,139.2941,0,79600,72
Echizen,35.9035,136.1687,0,80264,72
Natori-shi,38.1715,140.8918,0,79250,72
Gyoda,36.1389,139.4556,0,78488,72
Hanno,35.8557,139.3277,0,79169,72
Iwamizawa,43.1962,141.7759,0,79361,72
Mooka,36.4404,140.0134,0,78665,72
Maizuru,35.4667,135.3833,0,78730,72
Kizugawa,34.7333,135.8167,0,78035,72
Honjo,36.2436,139.1904,0,76757,72
Fukuchiyama,35.3,135.1333,0,77150,72
Tsubame,37.6731,138.8822,0,76590,72
Toyooka,35.55,134.8167,0,77005,72
Nikko,36.7198,139.6982,0,77027,72
Ryugasaki,35.9116,140.1823,0,76055,72
Aira,31.7283,130.6278,0,76610,72
Nabari,34.6276,136.1084,0,75942,72
Kai,35.6608,138.5158,0,75337,72
Toyomamachi-teraike,38.6918,141.1877,0,76164,72
Daisen,39.4531,140.4754,0,76164,72
Tosu,33.3833,130.5,0,74673,72
Kyotanabe,34.8167,135.7667,0,73985,72
Nakatsugawa,35.4876,137.5006,0,75500,72
Sasagawa,37.2865,140.3727,0,75128,72
Tatebayashi,36.2448,139.5421,0,73991,72
Amakusa,32.4667,130.2,0,74861,72
Kandori,35.6833,140.0333,0,74469,72
Miki,34.7936,134.9931,0,74255,72
Tatsunocho-tominaga,34.8508,134.5453,0,73952,72
Yurihonjo,39.3859,140.0488,0,73840,72
Inuyama,35.3786,136.9445,0,72926,72
Kasama,36.3452,140.3043,0,73521,72
Shibukawa,36.3894,139.0633,0,73064,72
Otawara,36.8711,140.0156,0,72923,72
Ishioka,36.1908,140.2872,0,71851,72
Yukuhashi,33.7333,130.9833,0,70922,72
Katori,35.8977,140.4992,0,71391,72
Moriya,35.9514,139.9754,0,68992,72
Ritto,35.0167,136,0,69598,72
Eniwa,42.8826,141.5778,0,70102,72
Minami-alps,35.6083,138.465,0,69642,72
Uwajima,33.2167,132.5667,0,69639,72
Anan,33.9167,134.6667,0,69259,72
Sabae,35.9565,136.1843,0,68666,72
Tanabe,33.7333,135.3833,0,68986,72
Soja,34.6728,133.7464,0,68551,72
Odate,40.2714,140.5642,0,68593,72
Fuefuki,35.6473,138.6397,0,67396,72
Kashima,35.9656,140.6448,0,67001,72
Hashima,35.3199,136.7033,0,66312,72
Yachimata,35.6667,140.3167,0,66430,72
Fukutsu,33.7667,130.4833,0,65770,72
Saiki,32.9667,131.9,0,66497,72
Shiojiri,36.115,137.9534,0,66181,72
Ina,35.8275,137.954,0,65670,72
Ito,34.9657,139.1019,0,64473,72
Yanagawa,33.1597,130.4081,0,64120,72
Miyoshi,35.0894,137.0748,0,62963,72
Sodegaura,35.43,139.9544,0,63975,72
Tamana,32.9281,130.5594,0,64206,72
Tenri,34.5967,135.8372,0,63760,72
Asahi,35.7167,140.65,0,63507,72
Tsuruga,35.6452,136.0555,0,63724,72
Kurihara,38.7301,141.0215,0,63689,72
Shiroi,35.7915,140.0563,0,61673,72
Nago,26.5917,127.9775,0,63060,72
Kaga,36.3028,136.315,0,62997,72
Koshizuka,32.886,130.7897,0,61997,72
Fujioka,36.2587,139.0746,0,62608,72
Tendo,38.3623,140.3779,0,61981,72
Itoman,26.1236,127.6658,0,60903,72
Ogoshi,32.8833,130.7833,0,61022,72
Mitoyo,34.1825,133.715,0,61838,72
Hita,33.3167,130.9333,0,61755,72
Aisai,35.1528,136.7282,0,60914,72
Tamba,35.1833,135.0333,0,60824,72
Sennan,34.3628,135.2761,0,59634,72
Koga,33.7333,130.4667,0,59349,72
Hashimoto,34.3167,135.6,0,60058,72
Yame,33.1994,130.5589,0,60196,72
Shimotsuke,36.3872,139.8421,0,59404,72
Towada,40.6127,141.2059,0,60063,72
Sanyo-onoda,34,131.1833,0,59648,72
Joso,36.0236,139.9938,0,59223,72
Ogori,33.4,130.55,0,58322,72
Kesennuma,38.9081,141.5699,0,59341,72
Hyuga,32.4167,131.6167,0,59276,72
Tahara,34.6688,137.2809,0,59015,72
Chikuma,36.5339,138.12,0,58755,72
Shirakawa,37.1263,140.2109,0,59044,72
Chichibu,35.9918,139.0855,0,59101,72
Kitahiroshima,42.9855,141.5631,0,58125,72
Tokoname,34.8865,136.8323,0,57507,72
Date,37.8191,140.563,0,58232,72
Kokawa,34.2664,135.3653,0,58130,72
Ishikari,43.1667,141.3167,0,58284,72
Kosai,34.7184,137.5316,0,57682,72
Choshi,35.7346,140.8268,0,57533,72
Togane,35.5599,140.3661,0,57560,72
Mizuho,35.3918,136.6909,0,56106,72
Minokamo,35.4402,137.0157,0,57007,72
Uki,32.645,130.6864,0,57096,72
Kudamatsu,34.0167,131.8667,0,56661,72
Kan'onjicho,34.1272,133.6614,0,56639,72
Tama,34.4886,133.9486,0,56431,72
Murakami,38.224,139.48,0,56713,72
Nogata,33.7417,130.7322,0,55705,72
Takizawa,39.7347,141.0771,0,56050,72
Hidaka,35.9078,139.3391,0,54728,72
Toki,35.4192,137.1832,0,55388,72
Narutocho-mitsuishi,34.1667,134.6167,0,55264,72
Chino,35.9955,138.1588,0,55018,72
Konan,35,136.0833,0,54392,72
Funato,34.25,135.3167,0,53714,72
Minamiuonuma,37.0655,138.8761,0,54820,72
Sakurai,34.5167,135.85,0,54346,72
Annaka,36.3263,138.8871,0,54607,72
Nihonmatsu,37.5849,140.4312,0,54447,72
Sado,38.0183,138.3683,0,54304,72
Hanyu,36.1726,139.5485,0,53431,72
Hamada,34.9,132.0833,0,53753,72
Naka,36.4574,140.4868,0,53035,72
Mutsu,41.2928,141.1836,0,53393,72
Tomiya,38.4,140.8833,0,51859,72
Imaricho-ko,33.2667,129.8833,0,52694,72
Usa,33.532,131.3495,0,52767,72
Minami-soma,37.6422,140.9573,0,52619,72
Miyakojima,24.8056,125.2811,0,52390,72
Izumi,32.0833,130.35,0,51893,72
Bando,36.0484,139.8887,0,51511,72
Tsukubamirai,35.9631,140.037,0,51134,72
Arao,32.9833,130.4353,0,50570,72
Satte,36.0781,139.7259,0,49961,72
Hannan,34.3597,135.2394,0,49794,72
Nanao,37.0431,136.9674,0,51001,72
Sakaidecho,34.3167,133.8667,0,50577,72
Yuki,36.3055,139.8766,0,50218,72
Kyotango,35.6242,135.0611,0,50857,72
Miyako,39.6414,141.9571,0,50855,72
Goshogawara,40.808,140.4401,0,50757,72
Susono,35.1739,138.9068,0,50510,72
Nakagawa,33.5,130.4167,0,50186,72
Higashiura,34.9771,136.9656,0,49252,72
Yasu,35.0667,136.0333,0,50049,72
Nichinan,31.6022,131.38,0,50518,72
Kameyama,34.8558,136.4517,0,49971,72
Miyoshi,34.8,132.85,0,50046,72
Chikugo,33.2092,130.5044,0,48794,72
Noshiromachi,40.2121,140.0266,0,49625,72
Tomisato,35.7,140.5667,0,49470,72
Suzaka,36.6511,138.3073,0,49393,72
Tokamachi,37.1333,138.75,0,49472,72
Hikari,33.9619,131.9422,0,49013,72
Asakura,33.4167,130.6667,0,49254,72
Nomimachi,36.447,136.5541,0,48860,72
Midori,36.3948,139.2811,0,49190,72
Yamaga,33.0169,130.6828,0,48753,72
Omitama,36.2393,140.3526,0,48555,72
Suwa,36.0391,138.114,0,48309,72
Ami,36.0308,140.2148,0,48072,72
Oamishirasato,35.5167,140.3167,0,47722,72
Sanmu,35.6,140.4167,0,48196,72
Ishigaki,24.3406,124.1556,0,48258,72
Shimotsucho-kominami,34.15,135.2167,0,47697,72
Ena,35.4492,137.4128,0,47999,72
Okaya,36.0671,138.0493,0,47499,72
Tonami,36.6475,136.9622,0,47638,72
Higashine,38.4313,140.3911,0,47747,72
Takeocho-takeo,33.1947,130.0215,0,47681,72
Ono,34.8497,134.9342,0,47316,72
Hitachi-ota,36.5383,140.5309,0,47586,72
Kikugawa,34.75,138.0833,0,47194,72
Nanto,36.5878,136.9194,0,47390,72
Gosen,37.7444,139.1826,0,47262,72
Tomioka,36.2599,138.8899,0,46928,72
Noboribetsu,42.4128,141.1066,0,46838,72
Fujiyoshida,35.4875,138.8077,0,46659,72
Sanuki,34.32,134.1794,0,46723,72
Hioki,31.6117,130.3731,0,46671,72
Shimeo,33.5914,130.4798,0,46207,72
Tamagawa,33.6389,130.8061,0,45946,72
Izunokuni,35.0333,138.9333,0,46212,72
Nakai,33.5833,133.6333,0,46567,72
Kurayoshi,35.4333,133.8167,0,46269,72
Kasaoka,34.5039,133.51,0,46080,72
Takashima,35.35,136.0333,0,46246,72
Kikuchi,32.9833,130.8167,0,45971,72
